"source","vaccine","state_name","year","year_type","vaccine_coverage_estimate","ci_95","sample_size"
"school_vax_view","Varicella","Tennessee",2019,"school_year",96.5,NA,80595
"school_vax_view","Varicella","Tennessee",2020,"school_year",96.4,NA,73819
"school_vax_view","Varicella","Tennessee",2021,"school_year",95.4,NA,79120
"school_vax_view","Varicella","Tennessee",2022,"school_year",95.1,NA,79692
"school_vax_view","Varicella","Tennessee",2023,"school_year",94.6,NA,79323
"school_vax_view","Varicella","Tennessee",2024,"school_year",94.1,NA,78299
"school_vax_view","Varicella","Tennessee",2025,"school_year",94.2,NA,73415
"school_vax_view","Varicella","Texas",2019,"school_year",96.4,NA,398680
"school_vax_view","Varicella","Texas",2020,"school_year",95,NA,377840
"school_vax_view","Varicella","Texas",2021,"school_year",93.5,NA,389037
"school_vax_view","Varicella","Texas",2022,"school_year",93.7,NA,381680
"school_vax_view","Varicella","Texas",2023,"school_year",93.7,NA,381421
"school_vax_view","Varicella","Texas",2024,"school_year",92.6,NA,378860
"school_vax_view","Varicella","Texas",2025,"school_year",92.9,NA,358586
"school_vax_view","Varicella","United States",2019,"school_year",94.7669499324192,NA,4015193
"school_vax_view","Varicella","United States",2020,"school_year",93.6595911863696,NA,3510744
"school_vax_view","Varicella","United States",2021,"school_year",92.8393150688504,NA,3835130
"school_vax_view","Varicella","United States",2022,"school_year",92.9537703584273,NA,3832381
"school_vax_view","Varicella","United States",2023,"school_year",92.4068500742512,NA,3823506
"school_vax_view","Varicella","United States",2024,"school_year",92.2916016667177,NA,3785644
"school_vax_view","Varicella","United States",2025,"school_year",92.3453021477444,NA,3692432
"school_vax_view","Varicella","Utah",2019,"school_year",92.4,NA,49208
"school_vax_view","Varicella","Utah",2020,"school_year",91.2,NA,46247
"school_vax_view","Varicella","Utah",2021,"school_year",92.8,NA,48995
"school_vax_view","Varicella","Utah",2022,"school_year",89.6,NA,46635
"school_vax_view","Varicella","Utah",2023,"school_year",88.2,NA,46228
"school_vax_view","Varicella","Utah",2024,"school_year",88.1,NA,45818
"school_vax_view","Varicella","Utah",2025,"school_year",86.8,NA,44001
"school_vax_view","Varicella","Vermont",2019,"school_year",93.9,NA,6293
"school_vax_view","Varicella","Vermont",2020,"school_year",93.3,NA,5535
"school_vax_view","Varicella","Vermont",2021,"school_year",92.6,NA,6126
"school_vax_view","Varicella","Vermont",2022,"school_year",92.6,NA,5816
"school_vax_view","Varicella","Vermont",2023,"school_year",92.5,NA,5630
"school_vax_view","Varicella","Vermont",2024,"school_year",92.9,NA,5432
"school_vax_view","Varicella","Vermont",2025,"school_year",93.1,NA,5298
"school_vax_view","Varicella","Virginia",2019,"school_year",93.3,NA,99399
"school_vax_view","Varicella","Virginia",2020,"school_year",94.1,NA,88273
"school_vax_view","Varicella","Virginia",2021,"school_year",94.9,NA,95996
"school_vax_view","Varicella","Virginia",2022,"school_year",95.6,NA,93271
"school_vax_view","Varicella","Virginia",2023,"school_year",93.1,NA,92633
"school_vax_view","Varicella","Virginia",2024,"school_year",95.3,NA,91453
"school_vax_view","Varicella","Virginia",2025,"school_year",93.2,NA,88950
"school_vax_view","Varicella","Washington",2019,"school_year",92.7,NA,87757
"school_vax_view","Varicella","Washington",2020,"school_year",93.2,NA,74931
"school_vax_view","Varicella","Washington",2021,"school_year",91.3,NA,87256
"school_vax_view","Varicella","Washington",2022,"school_year",90.1,NA,86284
"school_vax_view","Varicella","Washington",2023,"school_year",90,NA,84053
"school_vax_view","Varicella","Washington",2024,"school_year",89.5,NA,76756
"school_vax_view","Varicella","Washington",2025,"school_year",89.6,NA,75631
"school_vax_view","Varicella","West Virginia",2019,"school_year",97.8,NA,17114
"school_vax_view","Varicella","West Virginia",2020,"school_year",NA,NA,NA
"school_vax_view","Varicella","West Virginia",2021,"school_year",98,NA,18070
"school_vax_view","Varicella","West Virginia",2022,"school_year",95.6,NA,19175
"school_vax_view","Varicella","West Virginia",2023,"school_year",99.7,NA,18261
"school_vax_view","Varicella","West Virginia",2025,"school_year",98.8,NA,15445
"school_vax_view","Varicella","Wisconsin",2019,"school_year",91.6,NA,67391
"school_vax_view","Varicella","Wisconsin",2020,"school_year",87.2,NA,63486
"school_vax_view","Varicella","Wisconsin",2021,"school_year",82.6,NA,64275
"school_vax_view","Varicella","Wisconsin",2022,"school_year",85.9,NA,63593
"school_vax_view","Varicella","Wisconsin",2023,"school_year",84.3,NA,62028
"school_vax_view","Varicella","Wisconsin",2024,"school_year",84,NA,61120
"school_vax_view","Varicella","Wisconsin",2025,"school_year",84.3,NA,59360
"school_vax_view","Varicella","Wyoming",2019,"school_year",85.6,NA,7913
"school_vax_view","Varicella","Wyoming",2020,"school_year",90.2,NA,6923
"school_vax_view","Varicella","Wyoming",2021,"school_year",93.6,NA,7382
"school_vax_view","Varicella","Wyoming",2022,"school_year",90.5,NA,7060
"school_vax_view","Varicella","Wyoming",2023,"school_year",93.5,NA,6754
"school_vax_view","Varicella","Wyoming",2024,"school_year",93.4,NA,6564
"school_vax_view","Varicella","Wyoming",2025,"school_year",92.6,NA,6146
