"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"256","Exemption","Medical Exemption","States","Maine","2022-23","0.8",12403,93.9,"",98,"Census"
"257","Exemption","Medical Exemption","States","Maryland","2022-23","0.5",59684,100,"†",307,"Census"
"258","Exemption","Medical Exemption","States","Massachusetts","2022-23","0.2",66041,100,"†",112,"Census"
"259","Exemption","Medical Exemption","States","Michigan","2022-23","0.2",113678,100,"",227,"Census"
"260","Exemption","Medical Exemption","States","Minnesota","2022-23","0.1",68152,97.9,">=. §. ||",100,"Census"
"261","Exemption","Medical Exemption","States","Mississippi","2022-23","0.2",36048,100,"†. ‡",71,"Census"
"262","Exemption","Medical Exemption","States","Missouri","2022-23","0.2",69126,100,">=. †. §",133,"Census"
"263","Exemption","Medical Exemption","States","Nebraska","2022-23","0.5",23176,100,"†",123,"Census"
"264","Exemption","Medical Exemption","States","Nevada","2022-23","0.4",34333,89.1,"†",136,"Vol. response (pub.), census (pvt.)"
"265","Exemption","Medical Exemption","States","New Hampshire","2022-23","0.1",11332,100,"†",15,"Census"
"266","Exemption","Medical Exemption","States","New Jersey","2022-23","0.1",104468,100,"†",133,"Census"
"267","Exemption","Medical Exemption","States","New Mexico","2022-23","0.1",21068,100,"†",28,"Census"
"268","Exemption","Medical Exemption","States","New York","2022-23","0.1",205906,96.6,"†. ‡",247,"Census (pub.), vol. response (pvt.)"
"269","Exemption","Medical Exemption","States","NY-City of New York","2022-23","0.1",85379,97.6,"†. ‡",63,"Census (pub.), vol. response (pvt.)"
"270","Exemption","Medical Exemption","States","North Carolina","2022-23","0.1",125679,83.1,"†",153,"Vol. response"
"271","Exemption","Medical Exemption","States","North Dakota","2022-23","0.2",10554,99.4,"",22,"Census"
"272","Exemption","Medical Exemption","States","Ohio","2022-23","0.2",134893,93.7,"||",275,"Census (pub.), vol. response (pvt.)"
"273","Exemption","Medical Exemption","States","Oklahoma","2022-23","0.4",52548,89.5,"",204,"Census (pub.), vol. response (pvt.)"
"274","Exemption","Medical Exemption","States","Oregon","2022-23","0.1",40963,100,"||",37,"Census"
"275","Exemption","Medical Exemption","States","Pennsylvania","2022-23","0.4",137259,97.2,"",504,"Census (pub.), vol. response (pvt.)"
"276","Exemption","Medical Exemption","States","Rhode Island","2022-23","0.1",10532,96.5,"†",11,"Census"
"277","Exemption","Medical Exemption","States","South Carolina","2022-23","0.2",58878,100,"†",138,"Census"
"278","Exemption","Medical Exemption","States","South Dakota","2022-23","0.1",12081,100,"†",11,"Census"
"279","Exemption","Medical Exemption","States","Tennessee","2022-23","0.2",79692,100,"†",122,"Census"
"280","Exemption","Medical Exemption","States","Texas","2022-23","0.2",381680,98,"||",850,"Census"
"281","Exemption","Medical Exemption","States","Utah","2022-23","0.1",46635,100,"",57,"Census"
"282","Exemption","Medical Exemption","States","Vermont","2022-23","0.2",5816,100,"†",14,"Census"
"283","Exemption","Medical Exemption","States","Virginia","2022-23","0.3",93271,99.1,"†",283,"Census"
"284","Exemption","Medical Exemption","States","Washington","2022-23","0.4",86284,97.9,"",366,"Census"
"285","Exemption","Medical Exemption","States","West Virginia","2022-23","0.0",19175,86.1,"<. †. ‡",7,"Vol. response (pub.), census (pvt.)"
"286","Exemption","Medical Exemption","States","Wisconsin","2022-23","0.5",63593,93.9,"",340,"Census (pub.), vol. response (pvt.)"
"287","Exemption","Medical Exemption","States","Wyoming","2022-23","0.2",7060,100,"†",16,"Census"
"288","Exemption","Non-Medical Exemption","States","Alabama","2022-23","1.9",59113,100,"†",1101,"Census"
"289","Exemption","Non-Medical Exemption","States","Alaska","2022-23","5.0",9650,88.8,"†. ‡‡",478,"Vol. response (pub.), not conducted (pvt.)"
"290","Exemption","Non-Medical Exemption","States","Arizona","2022-23","7.4",80814,97.7,"‡",5944,"Census"
"291","Exemption","Non-Medical Exemption","States","Arkansas","2022-23","3.0",38358,95.8,"",1159,"Census (pub.), vol. response (pvt.)"
"292","Exemption","Non-Medical Exemption","States","Colorado","2022-23","4.0",65576,97.2,">=. §. ||",2621,"Census"
"293","Exemption","Non-Medical Exemption","States","Connecticut","2022-23","0.5",35580,100,"†",185,"Census"
"294","Exemption","Non-Medical Exemption","States","Delaware","2022-23","2.0",10674,9.7,"†",235,"Stratified 2-stage cluster sample"
"295","Exemption","Non-Medical Exemption","States","District of Columbia","2022-23","0.9",8064,100,"†",74,"Census"
"296","Exemption","Non-Medical Exemption","States","Florida","2022-23","4.1",230309,97.7,"†",9495,"Census"
"297","Exemption","Non-Medical Exemption","States","Georgia","2022-23","3.7",123771,100,"†",4536,"Census"
"298","Exemption","Non-Medical Exemption","States","Hawaii","2022-23","5.8",13195,8.1,"†",768,"Stratified 2-stage cluster sample"
"299","Exemption","Non-Medical Exemption","States","Idaho","2022-23","11.5",23721,99.3,"||",2733,"Census"
"300","Exemption","Non-Medical Exemption","States","Illinois","2022-23","1.9",135332,100,"†. §",2538,"Census"
"301","Exemption","Non-Medical Exemption","States","Indiana","2022-23","2.5",81307,87.5,"†",2071,"Vol. response (pub.), census (pvt.)"
"302","Exemption","Non-Medical Exemption","States","Iowa","2022-23","2.8",39178,100,"†",1105,"Census"
"303","Exemption","Non-Medical Exemption","States","Kansas","2022-23","2.6",35543,85,"†",926,"Census"
"304","Exemption","Non-Medical Exemption","States","Kentucky","2022-23","1.6",54742,96.9,"†",863,"Census"
"305","Exemption","Non-Medical Exemption","States","Louisiana","2022-23","2.1",54314,100,"",1155,"Census"
"306","Exemption","Non-Medical Exemption","States","Maine","2022-23","0.1",12403,93.9,"",15,"Census"
"307","Exemption","Non-Medical Exemption","States","Maryland","2022-23","1.4",59684,100,"†",836,"Census"
"308","Exemption","Non-Medical Exemption","States","Massachusetts","2022-23","1.2",66041,100,"†",813,"Census"
"309","Exemption","Non-Medical Exemption","States","Michigan","2022-23","5.2",113678,100,"",5953,"Census"
"310","Exemption","Non-Medical Exemption","States","Minnesota","2022-23","4.3",68152,97.9,">=. §. ||",2948,"Census"
"311","Exemption","Non-Medical Exemption","States","Missouri","2022-23","3.6",69126,100,">=. †. §",2523,"Census"
"312","Exemption","Non-Medical Exemption","States","Nebraska","2022-23","2.1",23176,100,"†",478,"Census"
"313","Exemption","Non-Medical Exemption","States","Nevada","2022-23","5.2",34333,89.1,"†",1776,"Vol. response (pub.), census (pvt.)"
"314","Exemption","Non-Medical Exemption","States","New Hampshire","2022-23","3.2",11332,100,"†",367,"Census"
"315","Exemption","Non-Medical Exemption","States","New Jersey","2022-23","3.0",104468,100,"†",3181,"Census"
"316","Exemption","Non-Medical Exemption","States","New Mexico","2022-23","1.4",21068,100,"†",291,"Census"
"317","Exemption","Non-Medical Exemption","States","North Carolina","2022-23","2.3",125679,83.1,"†",2859,"Vol. response"
"318","Exemption","Non-Medical Exemption","States","North Dakota","2022-23","4.9",10554,99.4,"",520,"Census"
"319","Exemption","Non-Medical Exemption","States","Ohio","2022-23","3.6",134893,93.7,"||",4852,"Census (pub.), vol. response (pvt.)"
"320","Exemption","Non-Medical Exemption","States","Oklahoma","2022-23","4.3",52548,89.5,"",2261,"Census (pub.), vol. response (pvt.)"
"321","Exemption","Non-Medical Exemption","States","Oregon","2022-23","8.1",40963,100,"||",3321,"Census"
"322","Exemption","Non-Medical Exemption","States","Pennsylvania","2022-23","3.5",137259,97.2,"",4716,"Census (pub.), vol. response (pvt.)"
"323","Exemption","Non-Medical Exemption","States","Rhode Island","2022-23","1.4",10532,96.5,"†",143,"Census"
"324","Exemption","Non-Medical Exemption","States","South Carolina","2022-23","3.9",58878,100,"†",2281,"Census"
"325","Exemption","Non-Medical Exemption","States","South Dakota","2022-23","4.0",12081,100,"†",488,"Census"
"326","Exemption","Non-Medical Exemption","States","Tennessee","2022-23","3.0",79692,100,"†",2407,"Census"
"327","Exemption","Non-Medical Exemption","States","Texas","2022-23","3.3",381680,98,"||",12431,"Census"
"328","Exemption","Non-Medical Exemption","States","Utah","2022-23","8.0",46635,100,"",3729,"Census"
"329","Exemption","Non-Medical Exemption","States","Vermont","2022-23","3.3",5816,100,"†",194,"Census"
"330","Exemption","Non-Medical Exemption","States","Virginia","2022-23","1.9",93271,99.1,"†",1772,"Census"
"331","Exemption","Non-Medical Exemption","States","Washington","2022-23","3.2",86284,97.9,">=. §",2757,"Census"
"332","Exemption","Non-Medical Exemption","States","Wisconsin","2022-23","6.7",63593,93.9,"",4244,"Census (pub.), vol. response (pvt.)"
"333","Exemption","Non-Medical Exemption","States","Wyoming","2022-23","4.6",7060,100,"†",323,"Census"
"334","Exemption","Any Exemption","States","Alabama","2022-23","2.0",59113,100,"†",1180,"Census"
"335","Exemption","Any Exemption","States","Alaska","2022-23","5.7",9650,88.8,"†. ‡‡",550,"Vol. response (pub.), not conducted (pvt.)"
"336","Exemption","Any Exemption","States","Arizona","2022-23","7.4",80814,97.7,"‡",6009,"Census"
"337","Exemption","Any Exemption","States","Arkansas","2022-23","3.1",38358,95.8,"",1182,"Census (pub.), vol. response (pvt.)"
"338","Exemption","Any Exemption","States","California","2022-23","0.2",541132,100,"†. ‡",1036,"Census"
"339","Hepatitis B","","States","Rhode Island","2022-23","97.8",10532,96.5,"‡. §",NA,"Census"
"340","Hepatitis B","","States","South Carolina","2022-23","93.8",58878,28.1,"†",NA,"Stratified 1-stage cluster sample"
"341","Hepatitis B","","States","South Dakota","2022-23","94.5",12081,100,"*",NA,"Census"
"342","Hepatitis B","","States","Tennessee","2022-23","95.8",79692,100,"§. *",NA,"Census"
"343","Hepatitis B","","States","Texas","2022-23","95.8",381680,98,"‡. §",NA,"Census"
"344","Hepatitis B","","States","Utah","2022-23","91.9",46635,100,"*",NA,"Census"
"345","Hepatitis B","","States","Vermont","2022-23","95.3",5816,100,"*",NA,"Census"
"346","Hepatitis B","","States","Virginia","2022-23","94.5",93271,1.6,"†",NA,"Stratified 2-stage cluster sample"
"347","Hepatitis B","","States","Washington","2022-23","92.9",86284,97.9,"§",NA,"Census"
"348","Hepatitis B","","States","West Virginia","2022-23","95.6",19175,86.1,">=. ‡. §",NA,"Vol. response (pub.), census (pvt.)"
"349","Hepatitis B","","States","Wisconsin","2022-23","92.5",63593,93.9,"‡",NA,"Census (pub.), vol. response (pvt.)"
"350","Hepatitis B","","States","Wyoming","2022-23","94.1",7060,100,"*",NA,"Census"
"351","Polio","","States","Alabama","2022-23","93.9",59113,100,">=. *",NA,"Census"
"352","Polio","","States","Alaska","2022-23","84.4",9650,88.8,"¶",NA,"Vol. response (pub.), not conducted (pvt.)"
"353","Polio","","States","Arizona","2022-23","90.3",80814,97.7,"",NA,"Census"
"354","Polio","","States","Kansas","2022-23","92.2",35543,30.8,"†. ‡. §",NA,"Stratified 1-stage cluster sample"
"355","Polio","","States","Kentucky","2022-23","91.2",54742,96.9,">=. ‡. §",NA,"Census"
"356","Polio","","States","Louisiana","2022-23","98.3",54314,100,"*",NA,"Census"
"357","Polio","","States","Maine","2022-23","96.8",12403,93.9,"",NA,"Census"
"358","Polio","","States","Maryland","2022-23","97.2",59684,100,"*. ‡",NA,"Census"
"359","Polio","","States","Massachusetts","2022-23","96.3",66041,100,"*. ‡",NA,"Census"
"360","Polio","","States","Michigan","2022-23","93.7",113678,100,"*",NA,"Census"
"361","Polio","","States","Minnesota","2022-23","88.6",68152,97.9,"",NA,"Census"
"362","Polio","","States","Mississippi","2022-23","98.4",36048,100,">=. *",NA,"Census"
"363","Polio","","States","Missouri","2022-23","91.5",69126,100,"*",NA,"Census"
"364","Polio","","States","Nebraska","2022-23","97.0",23176,100,"*. ‡",NA,"Census"
"365","Polio","","States","Nevada","2022-23","92.8",34333,89.1,"",NA,"Vol. response (pub.), census (pvt.)"
"366","Polio","","States","New Hampshire","2022-23","89.4",11332,100,">=. §. *",NA,"Census"
"367","Polio","","States","New Jersey","2022-23","94.3",104468,100,">=. §. *",NA,"Census"
"368","Polio","","States","New Mexico","2022-23","95.0",21068,100,"*",NA,"Census"
"369","Polio","","States","New York","2022-23","97.5",205906,96.6,"",NA,"Census (pub.), vol. response (pvt.)"
"370","Polio","","States","NY-City of New York","2022-23","96.6",85379,97.6,"",NA,"Census (pub.), vol. response (pvt.)"
"371","Polio","","States","North Carolina","2022-23","93.9",125679,83.1,"§. ‡",NA,"Vol. response"
"372","Polio","","States","North Dakota","2022-23","91.9",10554,99.4,"",NA,"Census"
"373","Polio","","States","Ohio","2022-23","89.7",134893,93.7,"",NA,"Census (pub.), vol. response (pvt.)"
"374","Polio","","States","Oklahoma","2022-23","91.0",52548,89.5,"‡",NA,"Census (pub.), vol. response (pvt.)"
"375","Polio","","States","Oregon","2022-23","91.5",40963,100,"*. ‡",NA,"Census"
"376","Polio","","States","Pennsylvania","2022-23","94.1",137259,97.2,"",NA,"Census (pub.), vol. response (pvt.)"
"377","Exemption","Any Exemption","States","Colorado","2022-23","4.3",65576,97.2,">=. §. ||",2818,"Census"
"378","Exemption","Any Exemption","States","Connecticut","2022-23","0.8",35580,100,"†",297,"Census"
"379","Exemption","Any Exemption","States","Delaware","2022-23","2.1",10674,9.7,"†",250,"Stratified 2-stage cluster sample"
"380","Exemption","Any Exemption","States","District of Columbia","2022-23","1.3",8064,100,"†",101,"Census"
"381","Exemption","Any Exemption","States","Florida","2022-23","4.5",230309,97.7,"†",10326,"Census"
"382","Exemption","Any Exemption","States","Georgia","2022-23","3.8",123771,100,"†",4683,"Census"
"383","Exemption","Any Exemption","States","Hawaii","2022-23","6.4",13195,8.1,"†",846,"Stratified 2-stage cluster sample"
"384","Exemption","Any Exemption","States","Idaho","2022-23","12.1",23721,99.3,"||",2859,"Census"
"385","Exemption","Any Exemption","States","Illinois","2022-23","2.1",135332,100,">=. †. §",2829,"Census"
"386","Exemption","Any Exemption","States","Indiana","2022-23","2.8",81307,87.5,"†",2246,"Vol. response (pub.), census (pvt.)"
"387","Exemption","Any Exemption","States","Iowa","2022-23","3.0",39178,100,"†",1173,"Census"
"388","Exemption","Any Exemption","States","Kansas","2022-23","2.9",35543,85,"†",1041,"Census"
"389","Exemption","Any Exemption","States","Kentucky","2022-23","1.7",54742,96.9,"†",958,"Census"
"390","Exemption","Any Exemption","States","Louisiana","2022-23","2.3",54314,100,"",1227,"Census"
"391","Exemption","Any Exemption","States","Maine","2022-23","0.9",12403,93.9,"",113,"Census"
"392","Exemption","Any Exemption","States","Maryland","2022-23","1.9",59684,100,"†",1143,"Census"
"393","Exemption","Any Exemption","States","Massachusetts","2022-23","1.4",66041,100,"†",925,"Census"
"394","Exemption","Any Exemption","States","Michigan","2022-23","5.4",113678,100,"",6180,"Census"
"395","Exemption","Any Exemption","States","Minnesota","2022-23","4.5",68152,97.9,">=. §. ||",3048,"Census"
"396","Exemption","Any Exemption","States","Mississippi","2022-23","0.2",36048,100,"†. ‡",71,"Census"
"397","Exemption","Any Exemption","States","Missouri","2022-23","3.8",69126,100,">=. †. §",2656,"Census"
"398","Exemption","Any Exemption","States","Nebraska","2022-23","2.6",23176,100,"†",601,"Census"
"399","Exemption","Any Exemption","States","Nevada","2022-23","5.6",34333,89.1,"†",1912,"Vol. response (pub.), census (pvt.)"
"400","Exemption","Any Exemption","States","New Hampshire","2022-23","3.4",11332,100,"†",382,"Census"
"401","Exemption","Any Exemption","States","New Jersey","2022-23","3.2",104468,100,"†",3314,"Census"
"402","Exemption","Any Exemption","States","New Mexico","2022-23","1.5",21068,100,"†",319,"Census"
"403","Exemption","Any Exemption","States","New York","2022-23","0.1",205906,96.6,"†. ‡",247,"Census (pub.), vol. response (pvt.)"
"404","Exemption","Any Exemption","States","NY-City of New York","2022-23","0.1",85379,97.6,"†. ‡",63,"Census (pub.), vol. response (pvt.)"
"405","Exemption","Any Exemption","States","North Carolina","2022-23","2.4",125679,83.1,"†",3011,"Vol. response"
"406","Exemption","Any Exemption","States","North Dakota","2022-23","5.1",10554,99.4,"",542,"Census"
"407","Exemption","Any Exemption","States","Ohio","2022-23","3.8",134893,93.7,"||",5127,"Census (pub.), vol. response (pvt.)"
"408","Exemption","Any Exemption","States","Oklahoma","2022-23","4.7",52548,89.5,"",2466,"Census (pub.), vol. response (pvt.)"
"409","Exemption","Any Exemption","States","Oregon","2022-23","8.2",40963,100,"||",3358,"Census"
"410","Exemption","Any Exemption","States","Pennsylvania","2022-23","3.8",137259,97.2,"",5220,"Census (pub.), vol. response (pvt.)"
"411","Exemption","Any Exemption","States","Rhode Island","2022-23","1.5",10532,96.5,"†",154,"Census"
"412","Exemption","Any Exemption","States","South Carolina","2022-23","4.1",58878,100,"†",2419,"Census"
"413","Exemption","Any Exemption","States","South Dakota","2022-23","4.1",12081,100,"†",499,"Census"
